'SUP_E7JDB','DIST_WDDCO','HUB_2GWI','{"power": {"generators": 372, "fuel_liters": 80809.0}, "medical": 16797, "shelter": {"units": 5810, "blankets": 19290}, "essentials": {"food_tons": 123.900, "water_liters": 799795.000}, "hygiene_kits": 86273}'
'SUP_3UD3D','DIST_6DN9T','HUB_SQM9','{"power": {"generators": 168, "fuel_liters": 22928.0}, "medical": 79202, "shelter": {"units": 2880, "blankets": 41800}, "essentials": {"food_tons": 291.400, "water_liters": 825313.000}, "hygiene_kits": 28662}'
'SUP_001VD','DIST_SC2XH','HUB_WK2J','{"power": {"generators": 786, "fuel_liters": 71591.0}, "medical": 41013, "shelter": {"units": 3949, "blankets": 88585}, "essentials": {"food_tons": 73.500, "water_liters": 425450.000}, "hygiene_kits": 12925}'
'SUP_KJDWE','DIST_ZG7ZD','HUB_I492','{"power": {"generators": 733, "fuel_liters": 35772.0}, "medical": 82433, "shelter": {"units": 3740, "blankets": 52949}, "essentials": {"food_tons": 609.300, "water_liters": 467077.000}, "hygiene_kits": 60112}'
'SUP_AMQSW','DIST_DZFIC','HUB_OOL5','{"power": {"generators": 302, "fuel_liters": 36748.0}, "medical": 17027, "shelter": {"units": 5852, "blankets": 68918}, "essentials": {"food_tons": 953.000, "water_liters": 56332.000}, "hygiene_kits": 14697}'
'SUP_DQAAE','DIST_W0OQZ','HUB_S4RY','{"power": {"generators": 924, "fuel_liters": 32076.0}, "medical": 46735, "shelter": {"units": 9525, "blankets": 56089}, "essentials": {"food_tons": 790.000, "water_liters": 989326.000}, "hygiene_kits": 77207}'
'SUP_IXXXO','DIST_NESJU','HUB_UKW8','{"power": {"generators": 590, "fuel_liters": 94939.0}, "medical": 58250, "shelter": {"units": 4166, "blankets": 83699}, "essentials": {"food_tons": 687.700, "water_liters": 680066.000}, "hygiene_kits": 2689}'
'SUP_MUXQT','DIST_4L867','HUB_JV56','{"power": {"generators": 43, "fuel_liters": 15357.0}, "medical": 57846, "shelter": {"units": 384, "blankets": 7009}, "essentials": {"food_tons": 724.900, "water_liters": 775432.000}, "hygiene_kits": 75032}'
'SUP_VNX7Y','DIST_YQ86X','HUB_G11Y','{"power": {"generators": 19, "fuel_liters": 3408.0}, "medical": 99399, "shelter": {"units": 8082, "blankets": 65925}, "essentials": {"food_tons": 344.600, "water_liters": 140692.000}, "hygiene_kits": 2231}'
'SUP_4M018','DIST_L8NG3','HUB_O794','{"power": {"generators": 208, "fuel_liters": 45129.0}, "medical": 38447, "shelter": {"units": 3144, "blankets": 89426}, "essentials": {"food_tons": 640.600, "water_liters": 192206.000}, "hygiene_kits": 12266}'
'SUP_XKBWD','DIST_YPQV1','HUB_3R1Z','{"power": {"generators": 984, "fuel_liters": 2455.0}, "medical": 31480, "shelter": {"units": 2897, "blankets": 18688}, "essentials": {"food_tons": 710.900, "water_liters": 541678.000}, "hygiene_kits": 9690}'
'SUP_MKOLP','DIST_HV9SH','HUB_IQ6D','{"power": {"generators": 836, "fuel_liters": 98557.0}, "medical": 82777, "shelter": {"units": 382, "blankets": 28542}, "essentials": {"food_tons": 471.800, "water_liters": 811989.000}, "hygiene_kits": 87949}'
'SUP_8HH4H','DIST_H7OAP','HUB_ENUC','{"power": {"generators": 142, "fuel_liters": 26180.0}, "medical": 16735, "shelter": {"units": 4771, "blankets": 56503}, "essentials": {"food_tons": 812.100, "water_liters": 308949.000}, "hygiene_kits": 11751}'
'SUP_5RYFY','DIST_SFRK8','HUB_8GPI','{"power": {"generators": 417, "fuel_liters": 67786.0}, "medical": 74267, "shelter": {"units": 3575, "blankets": 98029}, "essentials": {"food_tons": 730.400, "water_liters": 511942.000}, "hygiene_kits": 5555}'
'SUP_XIRIO','DIST_YN1RG','HUB_928Y','{"power": {"generators": 38, "fuel_liters": 38541.0}, "medical": 29579, "shelter": {"units": 2860, "blankets": 19183}, "essentials": {"food_tons": 959.600, "water_liters": 683599.000}, "hygiene_kits": 62791}'
'SUP_OGYG2','DIST_PYS7A','HUB_9VRI','{"power": {"generators": 735, "fuel_liters": 16373.0}, "medical": 24449, "shelter": {"units": 750, "blankets": 59405}, "essentials": {"food_tons": 340.000, "water_liters": 300536.000}, "hygiene_kits": 79524}'
'SUP_3AHAY','DIST_H7GI5','HUB_VTN5','{"power": {"generators": 420, "fuel_liters": 99090.0}, "medical": 6660, "shelter": {"units": 582, "blankets": 50948}, "essentials": {"food_tons": 293.300, "water_liters": 634567.000}, "hygiene_kits": 86793}'
'SUP_49L6L','DIST_GA3YS','HUB_VK0L','{"power": {"generators": 621, "fuel_liters": 62106.0}, "medical": 17784, "shelter": {"units": 9112, "blankets": 42532}, "essentials": {"food_tons": 393.800, "water_liters": 868430.000}, "hygiene_kits": 98846}'
'SUP_BPVE5','DIST_0QMND','HUB_7F97','{"power": {"generators": 81, "fuel_liters": 81571.0}, "medical": 78031, "shelter": {"units": 6902, "blankets": 98751}, "essentials": {"food_tons": 927.900, "water_liters": 345746.000}, "hygiene_kits": 99583}'
'SUP_J7DKX','DIST_E4URQ','HUB_9RW5','{"power": {"generators": 541, "fuel_liters": 8132.0}, "medical": 55280, "shelter": {"units": 2817, "blankets": 61217}, "essentials": {"food_tons": 332.200, "water_liters": 506075.000}, "hygiene_kits": 15691}'
'SUP_5JVZM','DIST_83IYM','HUB_S7RW','{"power": {"generators": 973, "fuel_liters": 61360.0}, "medical": 16615, "shelter": {"units": 9859, "blankets": 43123}, "essentials": {"food_tons": 468.400, "water_liters": 731035.000}, "hygiene_kits": 47498}'
'SUP_N943X','DIST_8RHIK','HUB_FQRW','{"power": {"generators": 788, "fuel_liters": 18726.0}, "medical": 28482, "shelter": {"units": 2593, "blankets": 9006}, "essentials": {"food_tons": 316.900, "water_liters": 298432.000}, "hygiene_kits": 12081}'
'SUP_9MTKL','DIST_ZC1G8','HUB_IUKA','{"power": {"generators": 425, "fuel_liters": 74990.0}, "medical": 59671, "shelter": {"units": 5660, "blankets": 88668}, "essentials": {"food_tons": 898.700, "water_liters": 580397.000}, "hygiene_kits": 49396}'
'SUP_JZ5WH','DIST_OK39O','HUB_5HOS','{"power": {"generators": 718, "fuel_liters": 34940.0}, "medical": 8446, "shelter": {"units": 326, "blankets": 58114}, "essentials": {"food_tons": 416.300, "water_liters": 158116.000}, "hygiene_kits": 68151}'
'SUP_JVCKU','DIST_APTPP','HUB_4A7K','{"power": {"generators": 594, "fuel_liters": 29037.0}, "medical": 46771, "shelter": {"units": 240, "blankets": 24818}, "essentials": {"food_tons": 636.100, "water_liters": 581701.000}, "hygiene_kits": 19722}'
'SUP_A3I46','DIST_C6EEH','HUB_9K6H','{"power": {"generators": 272, "fuel_liters": 57170.0}, "medical": 97462, "shelter": {"units": 6630, "blankets": 45574}, "essentials": {"food_tons": 904.500, "water_liters": 604452.000}, "hygiene_kits": 24773}'
'SUP_UUV4C','DIST_8VRTU','HUB_KHJU','{"power": {"generators": 166, "fuel_liters": 54041.0}, "medical": 31264, "shelter": {"units": 9781, "blankets": 53969}, "essentials": {"food_tons": 166.000, "water_liters": 362560.000}, "hygiene_kits": 35544}'
'SUP_L77ZN','DIST_AS2GA','HUB_L95Q','{"power": {"generators": 631, "fuel_liters": 85587.0}, "medical": 49907, "shelter": {"units": 1043, "blankets": 96802}, "essentials": {"food_tons": 602.300, "water_liters": 164607.000}, "hygiene_kits": 5761}'
'SUP_EDDOA','DIST_7KLPH','HUB_UFE1','{"power": {"generators": 958, "fuel_liters": 40376.0}, "medical": 11775, "shelter": {"units": 1397, "blankets": 18893}, "essentials": {"food_tons": 906.800, "water_liters": 669943.000}, "hygiene_kits": 65504}'
'SUP_FBV3S','DIST_97TJP','HUB_INEW','{"power": {"generators": 812, "fuel_liters": 2418.0}, "medical": 62062, "shelter": {"units": 5334, "blankets": 35546}, "essentials": {"food_tons": 76.800, "water_liters": 48263.000}, "hygiene_kits": 25602}'
'SUP_148JQ','DIST_ZNJ45','HUB_VCX0','{"power": {"generators": 43, "fuel_liters": 54107.0}, "medical": 32076, "shelter": {"units": 1689, "blankets": 43011}, "essentials": {"food_tons": 358.500, "water_liters": 906513.000}, "hygiene_kits": 31669}'
'SUP_V8OHY','DIST_04SJ3','HUB_YXGW','{"power": {"generators": 120, "fuel_liters": 3535.0}, "medical": 35064, "shelter": {"units": 2748, "blankets": 89051}, "essentials": {"food_tons": 353.700, "water_liters": 338703.000}, "hygiene_kits": 48564}'
'SUP_KUSDM','DIST_603ZP','HUB_A0W9','{"power": {"generators": 141, "fuel_liters": 92383.0}, "medical": 92991, "shelter": {"units": 6731, "blankets": 35594}, "essentials": {"food_tons": 246.300, "water_liters": 700526.000}, "hygiene_kits": 43230}'
'SUP_7C969','DIST_DMF13','HUB_4BNJ','{"power": {"generators": 438, "fuel_liters": 68027.0}, "medical": 82430, "shelter": {"units": 2915, "blankets": 49094}, "essentials": {"food_tons": 242.000, "water_liters": 79950.000}, "hygiene_kits": 9964}'
'SUP_77FW5','DIST_ZQ5W5','HUB_SVW2','{"power": {"generators": 668, "fuel_liters": 7449.0}, "medical": 64013, "shelter": {"units": 6938, "blankets": 41485}, "essentials": {"food_tons": 825.900, "water_liters": 206501.000}, "hygiene_kits": 29243}'
'SUP_UKXJX','DIST_591Q0','HUB_UY35','{"power": {"generators": 549, "fuel_liters": 24008.0}, "medical": 90004, "shelter": {"units": 6299, "blankets": 61216}, "essentials": {"food_tons": 849.300, "water_liters": 300507.000}, "hygiene_kits": 69889}'
'SUP_FHOFR','DIST_IKDB9','HUB_F18V','{"power": {"generators": 197, "fuel_liters": 18773.0}, "medical": 43123, "shelter": {"units": 3530, "blankets": 67548}, "essentials": {"food_tons": 610.000, "water_liters": 895715.000}, "hygiene_kits": 69988}'
'SUP_EQIMH','DIST_Q8E9C','HUB_Z8JG','{"power": {"generators": 513, "fuel_liters": 93792.0}, "medical": 16103, "shelter": {"units": 3474, "blankets": 75863}, "essentials": {"food_tons": 871.800, "water_liters": 664007.000}, "hygiene_kits": 19157}'
'SUP_0VKJX','DIST_KH54A','HUB_BA6S','{"power": {"generators": 897, "fuel_liters": 80687.0}, "medical": 42823, "shelter": {"units": 1207, "blankets": 52346}, "essentials": {"food_tons": 485.800, "water_liters": 306372.000}, "hygiene_kits": 23531}'
'SUP_2QL11','DIST_TGCBZ','HUB_SUOQ','{"power": {"generators": 464, "fuel_liters": 25096.0}, "medical": 43103, "shelter": {"units": 4430, "blankets": 98229}, "essentials": {"food_tons": 472.500, "water_liters": 241446.000}, "hygiene_kits": 83136}'
'SUP_YOYF3','DIST_WIJ2T','HUB_Q0J8','{"power": {"generators": 835, "fuel_liters": 12361.0}, "medical": 44652, "shelter": {"units": 8373, "blankets": 13576}, "essentials": {"food_tons": 516.700, "water_liters": 344509.000}, "hygiene_kits": 84844}'
'SUP_L0TCN','DIST_N75L7','HUB_76QS','{"power": {"generators": 299, "fuel_liters": 82116.0}, "medical": 18905, "shelter": {"units": 9174, "blankets": 84865}, "essentials": {"food_tons": 157.600, "water_liters": 640511.000}, "hygiene_kits": 33782}'
'SUP_1H9LK','DIST_U2ZUT','HUB_G6YM','{"power": {"generators": 689, "fuel_liters": 25439.0}, "medical": 75161, "shelter": {"units": 7486, "blankets": 46930}, "essentials": {"food_tons": 573.600, "water_liters": 923459.000}, "hygiene_kits": 25823}'
'SUP_445LS','DIST_1X4KA','HUB_41FO','{"power": {"generators": 813, "fuel_liters": 27478.0}, "medical": 59858, "shelter": {"units": 7227, "blankets": 88491}, "essentials": {"food_tons": 903.800, "water_liters": 325858.000}, "hygiene_kits": 71907}'
'SUP_H1THC','DIST_N1ZQG','HUB_H26U','{"power": {"generators": 239, "fuel_liters": 60527.0}, "medical": 31740, "shelter": {"units": 2881, "blankets": 68955}, "essentials": {"food_tons": 338.200, "water_liters": 650366.000}, "hygiene_kits": 63558}'
'SUP_1QTRK','DIST_2UD08','HUB_72BC','{"power": {"generators": 783, "fuel_liters": 87249.0}, "medical": 60249, "shelter": {"units": 6499, "blankets": 5056}, "essentials": {"food_tons": 273.100, "water_liters": 968372.000}, "hygiene_kits": 43345}'
'SUP_IC5QD','DIST_WDZDX','HUB_BR89','{"power": {"generators": 12, "fuel_liters": 71568.0}, "medical": 11984, "shelter": {"units": 888, "blankets": 93207}, "essentials": {"food_tons": 863.800, "water_liters": 479464.000}, "hygiene_kits": 32979}'
'SUP_3MNJ5','DIST_XMA2V','HUB_9AAU','{"power": {"generators": 788, "fuel_liters": 44802.0}, "medical": 21078, "shelter": {"units": 5092, "blankets": 65891}, "essentials": {"food_tons": 218.200, "water_liters": 365318.000}, "hygiene_kits": 61040}'
'SUP_QUALT','DIST_P8FSV','HUB_TTHF','{"power": {"generators": 566, "fuel_liters": 17650.0}, "medical": 55150, "shelter": {"units": 6045, "blankets": 93119}, "essentials": {"food_tons": 606.700, "water_liters": 783906.000}, "hygiene_kits": 61582}'
'SUP_5VQDA','DIST_WA10P','HUB_NN4O','{"power": {"generators": 954, "fuel_liters": 54388.0}, "medical": 59937, "shelter": {"units": 3201, "blankets": 66324}, "essentials": {"food_tons": 994.200, "water_liters": 428376.000}, "hygiene_kits": 95776}'
'SUP_O2CUZ','DIST_VGU43','HUB_BCLS','{"power": {"generators": 452, "fuel_liters": 75717.0}, "medical": 35207, "shelter": {"units": 9700, "blankets": 45019}, "essentials": {"food_tons": 895.800, "water_liters": 800419.000}, "hygiene_kits": 59254}'
'SUP_OQK7U','DIST_QH7GF','HUB_LYSC','{"power": {"generators": 184, "fuel_liters": 29453.0}, "medical": 8189, "shelter": {"units": 9466, "blankets": 2933}, "essentials": {"food_tons": 749.400, "water_liters": 154901.000}, "hygiene_kits": 54311}'
'SUP_FO1JY','DIST_Z0OQG','HUB_V3L8','{"power": {"generators": 436, "fuel_liters": 44392.0}, "medical": 65507, "shelter": {"units": 1519, "blankets": 12041}, "essentials": {"food_tons": 361.600, "water_liters": 728690.000}, "hygiene_kits": 98855}'
'SUP_Q6L7H','DIST_2TDGG','HUB_BOT2','{"power": {"generators": 151, "fuel_liters": 84382.0}, "medical": 49261, "shelter": {"units": 5838, "blankets": 3627}, "essentials": {"food_tons": 61.800, "water_liters": 489231.000}, "hygiene_kits": 88199}'
'SUP_W687T','DIST_4QYU9','HUB_AG7L','{"power": {"generators": 791, "fuel_liters": 73096.0}, "medical": 11102, "shelter": {"units": 7872, "blankets": 8727}, "essentials": {"food_tons": 347.800, "water_liters": 242214.000}, "hygiene_kits": 91372}'
'SUP_3LUFM','DIST_PMUOH','HUB_NAWK','{"power": {"generators": 647, "fuel_liters": 77441.0}, "medical": 85299, "shelter": {"units": 3991, "blankets": 59528}, "essentials": {"food_tons": 425.200, "water_liters": 643138.000}, "hygiene_kits": 65370}'
'SUP_X5XT7','DIST_WIZJT','HUB_J29N','{"power": {"generators": 540, "fuel_liters": 52626.0}, "medical": 63402, "shelter": {"units": 9233, "blankets": 88024}, "essentials": {"food_tons": 349.800, "water_liters": 93283.000}, "hygiene_kits": 26498}'
'SUP_9BG43','DIST_5V46N','HUB_QMX8','{"power": {"generators": 175, "fuel_liters": 36873.0}, "medical": 24022, "shelter": {"units": 3506, "blankets": 69783}, "essentials": {"food_tons": 441.100, "water_liters": 366031.000}, "hygiene_kits": 27339}'
'SUP_5H19H','DIST_USD56','HUB_GJQV','{"power": {"generators": 479, "fuel_liters": 14085.0}, "medical": 69052, "shelter": {"units": 6648, "blankets": 23947}, "essentials": {"food_tons": 10.200, "water_liters": 207702.000}, "hygiene_kits": 41571}'
'SUP_N274S','DIST_MBEXY','HUB_VX7G','{"power": {"generators": 821, "fuel_liters": 88186.0}, "medical": 5115, "shelter": {"units": 392, "blankets": 81972}, "essentials": {"food_tons": 312.100, "water_liters": 280737.000}, "hygiene_kits": 64227}'
'SUP_RWGSX','DIST_AHEGV','HUB_GTP9','{"power": {"generators": 998, "fuel_liters": 17054.0}, "medical": 37910, "shelter": {"units": 843, "blankets": 44191}, "essentials": {"food_tons": 671.800, "water_liters": 253444.000}, "hygiene_kits": 49894}'
'SUP_IXMUU','DIST_3V5LG','HUB_395C','{"power": {"generators": 956, "fuel_liters": 16248.0}, "medical": 79462, "shelter": {"units": 1876, "blankets": 56830}, "essentials": {"food_tons": 208.700, "water_liters": 648489.000}, "hygiene_kits": 54970}'
'SUP_5GLXP','DIST_E00IN','HUB_0ZG0','{"power": {"generators": 250, "fuel_liters": 71930.0}, "medical": 57743, "shelter": {"units": 9146, "blankets": 82171}, "essentials": {"food_tons": 31.600, "water_liters": 606487.000}, "hygiene_kits": 22234}'
'SUP_2HF1X','DIST_U813S','HUB_SROE','{"power": {"generators": 881, "fuel_liters": 15305.0}, "medical": 88099, "shelter": {"units": 1704, "blankets": 54540}, "essentials": {"food_tons": 758.700, "water_liters": 666297.000}, "hygiene_kits": 1280}'
'SUP_S9J2Y','DIST_AWR8K','HUB_B9PO','{"power": {"generators": 678, "fuel_liters": 40452.0}, "medical": 58023, "shelter": {"units": 4139, "blankets": 54416}, "essentials": {"food_tons": 975.600, "water_liters": 955133.000}, "hygiene_kits": 37437}'
'SUP_JGIMD','DIST_FEU5P','HUB_L2ID','{"power": {"generators": 509, "fuel_liters": 52245.0}, "medical": 33262, "shelter": {"units": 2433, "blankets": 66530}, "essentials": {"food_tons": 431.200, "water_liters": 775828.000}, "hygiene_kits": 71005}'
'SUP_UR54G','DIST_PGV2D','HUB_ZR34','{"power": {"generators": 765, "fuel_liters": 76778.0}, "medical": 81167, "shelter": {"units": 3726, "blankets": 33220}, "essentials": {"food_tons": 39.500, "water_liters": 132995.000}, "hygiene_kits": 64838}'
'SUP_93ZDE','DIST_6Y4WH','HUB_44NL','{"power": {"generators": 177, "fuel_liters": 71319.0}, "medical": 83478, "shelter": {"units": 9355, "blankets": 94384}, "essentials": {"food_tons": 942.100, "water_liters": 643921.000}, "hygiene_kits": 31975}'
'SUP_CFM5P','DIST_HNBON','HUB_WMPE','{"power": {"generators": 363, "fuel_liters": 20524.0}, "medical": 16883, "shelter": {"units": 2910, "blankets": 76587}, "essentials": {"food_tons": 747.500, "water_liters": 760130.000}, "hygiene_kits": 19049}'
'SUP_YGSMK','DIST_69EUO','HUB_SWK8','{"power": {"generators": 359, "fuel_liters": 64277.0}, "medical": 14861, "shelter": {"units": 4459, "blankets": 68465}, "essentials": {"food_tons": 125.300, "water_liters": 695010.000}, "hygiene_kits": 16974}'
'SUP_WX9GK','DIST_ZYLZ0','HUB_DCZB','{"power": {"generators": 585, "fuel_liters": 73959.0}, "medical": 1405, "shelter": {"units": 4778, "blankets": 26123}, "essentials": {"food_tons": 715.000, "water_liters": 778058.000}, "hygiene_kits": 48786}'
'SUP_NPVKJ','DIST_VYOOT','HUB_H2MV','{"power": {"generators": 640, "fuel_liters": 75685.0}, "medical": 66397, "shelter": {"units": 7866, "blankets": 22489}, "essentials": {"food_tons": 674.700, "water_liters": 61710.000}, "hygiene_kits": 75926}'
'SUP_N4E36','DIST_N4FFF','HUB_99ZC','{"power": {"generators": 21, "fuel_liters": 47185.0}, "medical": 65176, "shelter": {"units": 3351, "blankets": 21839}, "essentials": {"food_tons": 46.200, "water_liters": 96644.000}, "hygiene_kits": 85847}'
'SUP_T3FIN','DIST_VVXLW','HUB_4KAO','{"power": {"generators": 745, "fuel_liters": 33255.0}, "medical": 45427, "shelter": {"units": 2391, "blankets": 81246}, "essentials": {"food_tons": 799.000, "water_liters": 526613.000}, "hygiene_kits": 80510}'
'SUP_MZCQE','DIST_QMVSK','HUB_94LM','{"power": {"generators": 362, "fuel_liters": 7941.0}, "medical": 90277, "shelter": {"units": 585, "blankets": 17440}, "essentials": {"food_tons": 627.400, "water_liters": 846274.000}, "hygiene_kits": 29481}'
'SUP_F2JZ9','DIST_8NO0E','HUB_2WN5','{"power": {"generators": 642, "fuel_liters": 32852.0}, "medical": 26746, "shelter": {"units": 4060, "blankets": 86933}, "essentials": {"food_tons": 391.900, "water_liters": 525045.000}, "hygiene_kits": 4363}'
'SUP_JFWG4','DIST_B2KI3','HUB_WVD6','{"power": {"generators": 999, "fuel_liters": 75648.0}, "medical": 9508, "shelter": {"units": 2598, "blankets": 18650}, "essentials": {"food_tons": 170.900, "water_liters": 287544.000}, "hygiene_kits": 46395}'
'SUP_FNTET','DIST_LN89T','HUB_HHYB','{"power": {"generators": 397, "fuel_liters": 39911.0}, "medical": 34833, "shelter": {"units": 3869, "blankets": 87952}, "essentials": {"food_tons": 805.100, "water_liters": 989506.000}, "hygiene_kits": 60771}'
